system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,VV,VH,HH,HV,Blue,Green,Red,NIR,SWIR1,SWIR2,elevation,slope,aspect,CFFDRS,Row,Col,PointX,PointY,random,longitude,latitude,NDVI,NBR,NDWI1,NDWI2,Tcbrightness,TCGreeness,TCWetness,SR,NPDI
00000000000000003ee5_0,-0.066989619,-0.071111111,0.010396002,-0.221453287,0.004982699,-0.041584006,-0.079723183,0.259900038,0.179377163,-0.059115725,0.059115725,0.075355632,-0.153787005,0.051733948,-0.236462899,0.141730104,0.124567474,-0.071111111,0.003014225,0.079723183,0.267958478,0.066989619,0.044844291,-0.192910419,-0.075355632,0.284444444,0.084213764,0.01384083,0.259900038,-0.192910419,0.084213764,0.055363322,-0.093564014,-0.066989619,-0.179377163,0.16,0.16,-0.004982699,0.03254133,0.002214533,0.044844291,-0.015747789,-0.206935794,0,-0.062991157,0.071111111,0.008858131,-0.113740869,-0.041584006,0.002214533,0.214133026,-0.071111111,-0.135886198,-0.192910419,0.00153787,0.075355632,-0.044844291,-0.103406382,-0.003014225,-0.071111111,-0.192910419,0.075355632,-0.01384083,0.153787005,-14.61839607,-25.52800337,3657,772,0.0531,0.0648,0.09015,0.1848,0.2166,0.14045,6.679772,1.0831345,88.14351,32,3077,68809,-110760,2291400,0.6205509,-156.9255741,70.58552769,0.344244408,0.136356649,-0.07922272,-0.480769231,0.31643601,0.04685682,-0.104958765,1.746293044,-0.271745597
000000000000000044d9_0,-0.027128028,0.062991157,-0.186082276,-0.041584006,-0.048227605,-0.172795079,-0.038446751,0.153787005,0.221453287,-0.075355632,0.051733948,0.276139946,-0.166336025,0.098423683,-0.206935794,-0.041584006,0.108512111,-0.103406382,-0.214133026,0.084213764,0.214133026,-0.00153787,0.03254133,-0.055363322,-0.130165321,0.192910419,0.059115725,-0.141730104,-0.130165321,0.130165321,0.03254133,0.14769704,0.14769704,-0.113740869,-0.055363322,0.002214533,0.267958478,0.259900038,-0.029773164,0.044844291,-0.03254133,0.002214533,-0.186082276,-0.166336025,-0.048227605,0.027128028,0.103406382,-0.228896578,0.059115725,0.01384083,-0.084213764,-0.012056901,0.008858131,-0.103406382,0.172795079,-0.093564014,-0.024605921,-0.124567474,-0.00615148,-0.029773164,0.048227605,0.084213764,-0.035432526,0.186082276,-10.08943763,-19.79793325,2305,812,0.1346,0.1648,0.1633,0.3813,0.3464,0.2276,293.9936,25.520586,75.20084,32,62084,46398,-783090,521190,0.563653406,-166.0101467,54.06577911,0.400293794,0.252422401,0.047959324,-0.396447537,0.59575826,0.09707243,-0.11417537,1.962243484,-0.324836054
000000000000000052ba_0,-0.153787005,-0.113740869,-0.010396002,-0.221453287,0.084213764,-0.113740869,-0.113740869,0.186082276,0.192910419,-0.041584006,0.066989619,-0.075355632,-0.130165321,-0.010396002,-0.228896578,0.14769704,0.206935794,-0.130165321,0.000554,-0.035432526,0.124567474,0.029773164,0.088827374,-0.267958478,-0.124567474,0.292871972,0.029773164,0.012056901,0.214133026,-0.113740869,0.113740869,-0.079723183,-0.062991157,-0.141730104,-0.084213764,0.141730104,0.172795079,0.017777778,-0.038446751,0.051733948,0.14769704,0.029773164,-0.221453287,-0.048227605,-0.051733948,0.113740869,-0.051733948,-0.214133026,-0.071111111,-0.079723183,0.153787005,-0.075355632,-0.098423683,0.010396002,0.093564014,0.071111111,-0.166336025,-0.098423683,-0.03254133,-0.029773164,-0.172795079,0.088827374,0.041584006,0.055363322,-14.51190449,-23.62461805,2980,820,0.05835,0.0751,0.091,0.2403,0.2815,0.16145,605.5364,1.0123056,321.692,40,11795,75903,102060,2029860,0.454459118,-151.5578708,68.21298719,0.450648959,0.196266335,-0.078957455,-0.523779328,0.38920161,0.08426176,-0.138710415,1.62794746,-0.238949777
0000000000000000456d_0,-0.017777778,-0.088827374,0.027128028,-0.318892734,-0.022206844,-0.16,-0.075355632,0.135886198,0.015747789,0.041584006,-0.00615148,0.038446751,-0.166336025,-0.00615148,-0.236462899,0.153787005,0.098423683,-0.119092657,-0.038446751,0.051733948,0.153787005,0.012056901,-0.03254133,-0.153787005,-0.066989619,0.310096117,0.015747789,-0.015747789,0.259900038,-0.192910419,-0.035432526,0.01384083,-0.017777778,-0.079723183,-0.141730104,0.153787005,0.284444444,0.015747789,-0.048227605,0.048227605,-0.038446751,-0.048227605,-0.30142253,0.075355632,0.108512111,0.119092657,0.124567474,-0.214133026,0.059115725,-0.071111111,0.103406382,-0.03254133,0.029773164,-0.019930796,-0.051733948,0.166336025,0.055363322,-0.088827374,0.012056901,-0.098423683,-0.135886198,0.113740869,0.044844291,0.119092657,-12.03005057,-19.37529603,1535,823,0.0349,0.0518,0.0434,0.25895,0.1866,0.09995,20.570715,0.40808448,289.27426,32,31643,62972,-285870,1434420,0.44724373,-159.6206996,62.77225084,0.712915495,0.44302034,0.162383571,-0.666613033,0.30372587,0.139095825,-0.06049128,1.610574778,-0.23388519
000000000000000076ea_0,-0.079723183,0.00615148,-0.066989619,-0.130165321,0.048227605,-0.135886198,-0.098423683,0.206935794,0.16,-0.01384083,0.048227605,0.141730104,-0.206935794,-0.03254133,-0.310096117,0.093564014,0.206935794,-0.141730104,-0.192910419,0.141730104,0.192910419,-0.03254133,0.084213764,-0.186082276,-0.113740869,0.310096117,-0.008858131,-0.051733948,0.051733948,-0.071111111,0.113740869,-0.03254133,0.130165321,-0.088827374,-0.113740869,0.088827374,0.267958478,0.044844291,-0.027128028,0.041584006,-0.075355632,0.044844291,-0.236462899,-0.038446751,-0.029773164,0.14769704,0.027128028,-0.221453287,-0.075355632,0.004982699,0.055363322,-0.066989619,-0.00615148,-0.017777778,0.124567474,0.03254133,-0.119092657,-0.113740869,0.027128028,-0.062991157,-0.14769704,0.108512111,-0.038446751,0.130165321,-7.840747752,-19.16877583,2059,878,0.0473,0.0686,0.05815,0.2955,0.2275,0.11595,428.98923,15.414559,118.2442,425,30151,58837,-409920,1479180,0.800480454,-162.1466724,63.05584898,0.671143786,0.436383522,0.13001912,-0.623180445,0.36335927,0.15048417,-0.074423305,2.444763744,-0.419408659
00000000000000003b3e_0,-0.00615148,-0.079723183,0.048227605,-0.267958478,-0.017777778,-0.135886198,-0.084213764,0.179377163,0.075355632,-0.044844291,0.035432526,0.015747789,-0.199861592,-0.015747789,-0.244152249,0.135886198,0.093564014,-0.108512111,0.024605921,0.075355632,0.199861592,0.022206844,0.029773164,-0.166336025,-0.059115725,0.32781238,-0.024605921,-0.029773164,0.30142253,-0.192910419,0.055363322,-0.041584006,0.003014225,-0.055363322,-0.153787005,0.214133026,0.276139946,-0.003014225,-0.035432526,0.017777778,-0.088827374,-0.022206844,-0.244152249,0.066989619,0.029773164,0.113740869,0.066989619,-0.135886198,0.017777778,-0.029773164,0.16,-0.066989619,-0.051733948,-0.044844291,-0.01384083,0.141730104,0.088827374,-0.041584006,0.00153787,-0.044844291,-0.192910419,0.124567474,-0.035432526,0.088827374,-11.38532794,-20.41392387,2173,883,0.0352,0.05515,0.047,0.2747,0.2025,0.1198,39.067688,1.0116228,13.861785,31,29003,66827,-170220,1513620,0.246427667,-157.4324934,63.55001222,0.7078023,0.392648923,0.151299246,-0.665605578,0.327034925,0.145408025,-0.073623665,1.793002712,-0.283924791
00000000000000004cff_0,-0.027128028,-0.119092657,0.098423683,-0.259900038,-0.003936947,-0.113740869,-0.098423683,0.214133026,0.088827374,-0.075355632,0.166336025,0.044844291,-0.166336025,-0.048227605,-0.206935794,0.14769704,0.130165321,-0.084213764,-0.044844291,-0.010396002,0.214133026,0.03254133,0.029773164,-0.186082276,-0.071111111,0.32781238,-0.01384083,-0.03254133,0.267958478,-0.172795079,0.041584006,0.022206844,-0.017777778,-0.019930796,-0.214133026,0.14769704,0.214133026,0.010396002,-0.044844291,0.010396002,-0.015747789,-0.024605921,-0.221453287,0.103406382,0.022206844,0.093564014,0.041584006,-0.228896578,0.048227605,-0.093564014,0.130165321,-0.017777778,-0.035432526,-0.071111111,-0.044844291,0.166336025,0.041584006,-0.103406382,0.027128028,-0.035432526,-0.179377163,0.124567474,0.03254133,0.079723183,-13.19240242,-23.35874442,2358,928,0.0365,0.063,0.04555,0.2671,0.25195,0.1447,44.52529,0.01539692,310.8945,33,21719,67080,-162630,1732140,0.791246547,-157.5126231,65.50950735,0.708619862,0.297231666,0.02918794,-0.618297486,0.354459265,0.13808165,-0.121495825,1.770620974,-0.278140165
00000000000000007900_0,-0.103406382,-0.027128028,0.027128028,-0.284444444,-0.019930796,-0.113740869,-0.098423683,0.199861592,0.130165321,0.008858131,-0.259900038,0.017777778,-0.236462899,0.003936947,-0.228896578,0.186082276,0.119092657,-0.003936947,-0.019930796,0.035432526,0.135886198,0.055363322,-0.017777778,-0.135886198,-0.075355632,0.14769704,0.055363322,0.027128028,-0.015747789,-0.066989619,0.088827374,0.012056901,-0.038446751,-0.012056901,-0.141730104,0.124567474,0.214133026,0.062991157,-0.119092657,0.16,0.008858131,0.166336025,-0.276139946,-0.027128028,0.179377163,0.221453287,0.059115725,-0.179377163,-0.166336025,-0.153787005,0.124567474,-0.093564014,0.022206844,-0.098423683,0.048227605,0.03254133,-0.113740869,0.079723183,0.048227605,0.075355632,-0.059115725,0.027128028,-0.221453287,0.055363322,-12.18960774,-18.57253897,2432,934,0.0625,0.0943,0.07985,0.37785,0.2542,0.12085,518.4705,21.698462,162.43475,425,39444,68908,-107790,1200390,0.45528208,-155.9858465,60.77331967,0.651081494,0.515339884,0.195633257,-0.600550672,0.445920115,0.189108045,-0.053124495,1.523637131,-0.207493036
0000000000000000482e_0,-0.166336025,-0.141730104,-0.041584006,-0.310096117,0.041584006,-0.075355632,-0.017777778,0.214133026,0.14769704,-0.019930796,-0.130165321,0.03254133,-0.206935794,-0.059115725,-0.214133026,0.141730104,0.093564014,-0.048227605,0.017777778,-0.075355632,0.153787005,0.098423683,0.041584006,-0.192910419,-0.098423683,0.119092657,0.019930796,-0.00615148,0.027128028,-0.084213764,0.079723183,-0.130165321,0.010396002,-0.024605921,-0.103406382,0.130165321,0.119092657,-0.015747789,-0.044844291,0.103406382,0.048227605,0.179377163,-0.292871972,-0.027128028,0.024605921,0.244152249,0.03254133,-0.130165321,-0.292871972,-0.153787005,0.16,-0.038446751,-0.024605921,-0.035432526,0.022206844,0.035432526,-0.172795079,0.024605921,0.059115725,0.103406382,-0.186082276,0.130165321,-0.103406382,-0.03254133,-13.37424763,-23.81374136,2029,937,0.074,0.0926,0.0978,0.2662,0.3159,0.1958,1289.1692,20.237726,170.07098,33,30433,76693,125760,1470720,0.118182046,-151.4956175,63.1841284,0.462637363,0.152380952,-0.085380519,-0.483835006,0.44041414,0.08731288,-0.16201492,1.780566804,-0.280722191
000000000000000051d5_0,-0.124567474,-0.16,-0.004982699,-0.236462899,0.093564014,-0.093564014,-0.119092657,0.244152249,0.206935794,-0.003936947,0.041584006,0.024605921,-0.079723183,0.000984,-0.179377163,0.130165321,0.186082276,-0.135886198,0.012056901,-0.000984,0.16,0.015747789,0.062991157,-0.228896578,-0.108512111,0.221453287,0.048227605,-0.00615148,0.244152249,-0.130165321,0.079723183,-0.035432526,-0.108512111,-0.130165321,-0.141730104,0.153787005,0.166336025,0.00615148,0.019930796,0.066989619,0.108512111,0.044844291,-0.236462899,-0.024605921,-0.062991157,0.135886198,0.002214533,-0.214133026,-0.084213764,-0.075355632,0.192910419,-0.048227605,-0.16,-0.027128028,0.071111111,0.084213764,-0.153787005,-0.124567474,-0.051733948,-0.071111111,-0.186082276,0.108512111,0.012056901,0.059115725,-16.15558053,-23.97163082,3673,945,0.0488,0.0604,0.0708,0.1966,0.255,0.1641,603.4646,0.28200617,77.00254,40,9920,80519,240540,2086110,0.680529656,-148.1378048,68.64301072,0.470456245,0.090102578,-0.129317981,-0.529961089,0.33523465,0.06718686,-0.1469244,1.483798789,-0.194781796
0000000000000000377f_0,-0.113740869,-0.015747789,0.017777778,-0.192910419,0.024605921,-0.088827374,-0.088827374,0.251964629,0.172795079,-0.079723183,0.051733948,0.051733948,-0.153787005,0.062991157,-0.228896578,0.179377163,0.124567474,-0.084213764,-0.01384083,0.079723183,0.214133026,0.019930796,0.071111111,-0.236462899,-0.062991157,0.355309496,0.022206844,-0.002214533,0.214133026,-0.166336025,0.062991157,0.01384083,-0.093564014,-0.088827374,-0.130165321,0.16,0.206935794,0.019930796,-0.015747789,0.008858131,0.066989619,0.01384083,-0.259900038,-0.029773164,-0.044844291,0.062991157,0.038446751,-0.186082276,-0.01384083,0.008858131,0.199861592,-0.075355632,-0.135886198,-0.130165321,0.015747789,0.103406382,-0.041584006,-0.059115725,0.012056901,-0.051733948,-0.179377163,0.062991157,0.003014225,0.124567474,-13.91327867,-22.06180047,3015,947,0.054,0.0777,0.1052,0.303,0.2996,0.1759,35.235687,0.5115032,32.24633,31,4797,83703,336060,2239800,0.448135793,-145.3456613,69.93658473,0.484566389,0.265399875,0.005642217,-0.591804571,0.44225016,0.12148143,-0.13232131,1.585665104,-0.226504625
0000000000000000294d_0,-0.084213764,-0.059115725,0.000984,-0.206935794,0.019930796,-0.044844291,-0.084213764,0.251964629,0.179377163,-0.103406382,0.055363322,0.062991157,-0.166336025,0.055363322,-0.206935794,0.186082276,0.113740869,-0.088827374,0.003936947,0.075355632,0.236462899,0.048227605,0.066989619,-0.199861592,-0.071111111,0.32781238,0.071111111,-0.024605921,0.244152249,-0.179377163,0.075355632,0.059115725,-0.113740869,-0.075355632,-0.179377163,0.166336025,0.153787005,-0.01384083,0.035432526,-0.01384083,0.093564014,0.010396002,-0.221453287,-0.03254133,-0.062991157,0.071111111,0.012056901,-0.141730104,-0.048227605,-0.015747789,0.221453287,-0.108512111,-0.141730104,-0.16,0.003936947,0.059115725,-0.079723183,-0.075355632,0.03254133,-0.038446751,-0.166336025,0.098423683,-0.024605921,0.119092657,-15.66386195,-24.57318562,3493,952,0.0596,0.078,0.1059,0.2574,0.2997,0.1969,102.892265,1.0845888,292.20395,13,5094,82232,291930,2230890,0.89923661,-146.4975709,69.90478437,0.417010735,0.133171913,-0.075928918,-0.534883721,0.4228622,0.0826333,-0.15639123,1.56878206,-0.22142091
00000000000000004a42_0,-0.084213764,-0.066989619,0.008858131,-0.199861592,0.038446751,-0.062991157,-0.071111111,0.276139946,0.179377163,-0.029773164,0.03254133,0.084213764,-0.130165321,0.093564014,-0.244152249,0.130165321,0.098423683,-0.108512111,0.027128028,0.059115725,0.236462899,0.075355632,0.017777778,-0.228896578,-0.084213764,0.276139946,0.103406382,0.015747789,0.214133026,-0.214133026,0.048227605,0.084213764,-0.141730104,-0.062991157,-0.192910419,0.14769704,0.199861592,0.035432526,0.059115725,0.048227605,0.051733948,-0.003014225,-0.199861592,-0.029773164,-0.079723183,0.093564014,-0.024605921,-0.119092657,-0.059115725,-0.035432526,0.206935794,-0.048227605,-0.135886198,-0.179377163,0.010396002,0.079723183,-0.038446751,-0.062991157,-0.004982699,-0.075355632,-0.14769704,0.088827374,-0.010396002,0.179377163,-17.93472676,-26.86698729,3370,952,0.5638,0.5583,0.5424,0.4753,0.0947,0.0877,4.7916026,0.88168234,280.30115,33,3598,77507,150180,2275770,0.884510118,-150.0597504,70.4242801,-0.065932986,0.688454707,0.667719298,0.080301858,0.91433967,-0.25493634,0.42752307,1.498042744,-0.199373187
00000000000000004bde_0,-0.000984,-0.024605921,-0.022206844,-0.276139946,-0.000984,-0.221453287,-0.062991157,0.088827374,0.135886198,-0.041584006,-0.108512111,0.084213764,-0.284444444,0.048227605,-0.267958478,0.179377163,0.113740869,-0.179377163,0.015747789,0.055363322,0.141730104,0.113740869,0.00615148,-0.14769704,-0.16,0.244152249,-0.007443291,-0.098423683,0.179377163,-0.135886198,0.03254133,-0.002214533,-0.029773164,-0.172795079,-0.124567474,0.16,0.267958478,0.113740869,-0.066989619,0.024605921,0.004982699,0.108512111,-0.284444444,-0.041584006,0.03254133,0.088827374,0.079723183,-0.192910419,0.075355632,-0.119092657,0.108512111,-0.079723183,-0.029773164,-0.044844291,0.035432526,0.048227605,-0.062991157,-0.071111111,-0.012056901,0.029773164,-0.071111111,0.079723183,-0.003936947,0.113740869,-13.66199191,-23.56768527,4388,960,0.0514,0.078,0.0732,0.3512,0.2125,0.1236,184.20796,0.52107215,84.31108,33,41461,65767,-202020,1139880,0.6408483,-157.6577909,60.19696059,0.655042413,0.47935973,0.246052865,-0.636533085,0.39927872,0.17655292,-0.04087326,1.72505484,-0.266069816
00000000000000003eb4_0,-0.119092657,0.084213764,-0.236462899,-0.228896578,-0.041584006,-0.267958478,-0.141730104,0.088827374,0.251964629,0.153787005,-0.093564014,0.062991157,-0.098423683,0.098423683,-0.276139946,0.071111111,0.038446751,-0.084213764,-0.066989619,0.062991157,0.119092657,0.172795079,0.029773164,-0.124567474,-0.228896578,0.038446751,0.048227605,-0.14769704,0.079723183,0.01384083,0.062991157,-0.019930796,0.066989619,-0.221453287,0.022206844,0.130165321,0.16,0.318892734,-0.051733948,0.066989619,-0.027128028,0.024605921,-0.186082276,-0.16,-0.017777778,0.055363322,0.135886198,-0.14769704,0.119092657,-0.141730104,0.084213764,0.022206844,0.019930796,0.003936947,0.051733948,-0.059115725,-0.048227605,-0.059115725,-0.062991157,-0.108512111,-0.059115725,0.048227605,0.027128028,0.14769704,-13.03160769,-23.04924352,2037,970,0.053,0.0658,0.0559,0.1676,0.1042,0.0728,396.05734,2.7756534,8.51438,32,63626,41690,-924330,474930,0.739119806,-167.9700012,53.41018862,0.499776286,0.394342762,0.23325975,-0.436161097,0.22110909,0.05553754,-0.01099699,1.76871834,-0.27764411
0000000000000000439e_0,-0.071111111,-0.135886198,0.103406382,-0.236462899,0.051733948,-0.119092657,-0.093564014,0.276139946,0.135886198,-0.035432526,0.012056901,0.044844291,-0.108512111,-0.015747789,-0.228896578,0.179377163,0.124567474,-0.084213764,0.017777778,-0.035432526,0.186082276,-0.010396002,0.059115725,-0.221453287,-0.059115725,0.221453287,-0.008858131,0.059115725,0.244152249,-0.153787005,0.051733948,-0.03254133,-0.119092657,-0.035432526,-0.124567474,0.192910419,0.199861592,-0.027128028,-0.071111111,0.062991157,0.035432526,0.044844291,-0.259900038,0.022206844,-0.007443291,0.14769704,-0.022206844,-0.206935794,-0.071111111,-0.124567474,0.179377163,-0.029773164,-0.108512111,-0.044844291,0.024605921,0.166336025,-0.093564014,-0.051733948,-0.066989619,-0.010396002,-0.221453287,0.119092657,-0.007443291,0.071111111,-13.30939935,-20.94788161,2905,1003,0.0319,0.0571,0.04925,0.2819,0.21605,0.1043,695.57526,3.4216847,180.0257,32,12911,85458,388710,1996380,0.260662839,-144.8637151,67.68549646,0.702551714,0.459865355,0.132242193,-0.663126844,0.335664185,0.1537931,-0.073096965,1.573916377,-0.222973979
00000000000000002a33_0,-0.113740869,-0.103406382,0.015747789,-0.084213764,0.062991157,-0.153787005,-0.14769704,0.284444444,0.130165321,-0.088827374,0.130165321,0.119092657,-0.062991157,-0.059115725,-0.228896578,0.066989619,0.206935794,-0.135886198,-0.186082276,0.179377163,0.14769704,-0.108512111,0.066989619,-0.14769704,0.010396002,0.206935794,0.041584006,0.015747789,0.088827374,-0.093564014,0.135886198,0.051733948,0.079723183,-0.044844291,-0.113740869,0.186082276,0.192910419,0.007443291,-0.03254133,0.093564014,-0.103406382,0.038446751,-0.166336025,-0.044844291,-0.029773164,0.179377163,-0.019930796,-0.228896578,-0.130165321,0.044844291,0.055363322,-0.108512111,-0.035432526,0.027128028,0.108512111,0.113740869,-0.153787005,-0.214133026,-0.071111111,-0.075355632,-0.199861592,0.179377163,-0.048227605,0.051733948,-9.439000335,-18.23561155,2756,1022,0.0358,0.0616,0.04565,0.3175,0.2337,0.1292,1004.9246,26.506687,68.23208,13,9964,86025,405720,2084790,0.401171444,-144.1638377,68.45463401,0.748588737,0.421535706,0.15203193,-0.675019784,0.369889185,0.17632927,-0.084612645,1.931943098,-0.317858521
0000000000000000604b_0,-0.062991157,-0.027128028,0.03254133,-0.236462899,0.051733948,-0.108512111,-0.044844291,0.199861592,0.172795079,-0.103406382,0.00153787,0.055363322,-0.228896578,0.024605921,-0.251964629,0.192910419,0.124567474,-0.088827374,0.012056901,0.03254133,0.221453287,0.055363322,0.075355632,-0.199861592,-0.075355632,0.292871972,-0.000984,-0.035432526,0.236462899,-0.124567474,0.075355632,-0.024605921,-0.119092657,-0.093564014,-0.16,0.16,0.228896578,-0.019930796,-0.03254133,0.029773164,0.059115725,0.075355632,-0.267958478,-0.027128028,-0.03254133,0.098423683,0.01384083,-0.221453287,-0.017777778,-0.062991157,0.186082276,-0.088827374,-0.093564014,-0.113740869,0.017777778,0.066989619,-0.098423683,-0.051733948,0.01384083,0.00153787,-0.172795079,0.071111111,-0.038446751,0.062991157,-13.60178235,-23.89708528,3150,1027,0.0553,0.0808,0.0976,0.3316,0.28725,0.1621,343.58975,1.1073226,181.35074,60,20340,58124,-431310,1773510,0.379106413,-163.3886831,65.64542245,0.545200373,0.343325906,0.071665185,-0.60814743,0.44703201,0.14664928,-0.10917171,1.756908372,-0.274549702
